Year,HBR,HBRQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDeaths,NumberOfDeathsQF,CrudeRate,CrudeRateQF,EASR
2013,S08000020,,0-44 years,,Females,,Coronary Heart Disease,3,,1.86782056470442,,1.8734410294290824
2013,S08000020,,45-64 years,,Males,,Coronary Heart Disease,68,,87.3833817368732,,88.23196187726477
2013,S08000020,,45-64 years,,Females,,Coronary Heart Disease,26,,33.2898005172723,,33.612938758895396
2013,S08000020,,65-74 years,,Males,,Coronary Heart Disease,81,,315.654105451853,,325.33256640127695
2013,S08000020,,65-74 years,,Females,,Coronary Heart Disease,40,,144.717800289436,,148.71700782665738
2013,S08000020,,75plus years,,Males,,Coronary Heart Disease,198,,1123.59550561798,,1240.5139036125397
2013,S08000020,,75plus years,,Females,,Coronary Heart Disease,249,,970.457557097202,,947.51288357827
2013,S08000022,,0-44 years,,Males,,Coronary Heart Disease,5,,6.24695460962781,,6.9975551854661475
2013,S08000022,,0-44 years,,Females,,Coronary Heart Disease,2,,2.56976923472272,,2.5185791117099536
2013,S08000022,,45-64 years,,Males,,Coronary Heart Disease,54,,114.63507833397,,113.30164409122624
2013,S08000022,,45-64 years,,Females,,Coronary Heart Disease,10,,20.4808913283906,,20.460226309706385
2013,S08000022,,65-74 years,,Males,,Coronary Heart Disease,62,,336.846680430294,,352.6036041463804
2013,S08000022,,65-74 years,,Females,,Coronary Heart Disease,24,,122.268072749503,,128.2995151435194
2013,S08000022,,75plus years,,Males,,Coronary Heart Disease,144,,1206.83875293329,,1328.1454578821292
2013,S08000022,,75plus years,,Females,,Coronary Heart Disease,165,,958.522133147438,,936.0677522144616
2013,S08000024,,0-44 years,,Males,,Coronary Heart Disease,6,,2.41350597946106,,2.5452753935748116
2013,S08000024,,0-44 years,,Females,,Coronary Heart Disease,3,,1.19260110275849,,1.2912999053110243
2013,S08000024,,45-64 years,,Males,,Coronary Heart Disease,116,,108.766994842944,,112.81723800060394
2013,S08000024,,45-64 years,,Females,,Coronary Heart Disease,33,,29.9382184038394,,30.799551037203155
2013,S08000024,,65-74 years,,Males,,Coronary Heart Disease,132,,389.817494536649,,404.5685055867553
2013,S08000024,,65-74 years,,Females,,Coronary Heart Disease,48,,125.342734038386,,127.20343280245574
2013,S08000024,,75plus years,,Males,,Coronary Heart Disease,320,,1342.5634571009,,1454.3232713212456
2013,S08000024,,75plus years,,Females,,Coronary Heart Disease,322,,877.408103763045,,847.9837838126775
2013,S08000025,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2013,S08000025,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2013,S08000025,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,29.328380095806043
2013,S08000025,,45-64 years,,Females,,Coronary Heart Disease,0,,0,,0
2013,S08000025,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,316.5259708329765
2013,S08000025,,65-74 years,,Females,,Coronary Heart Disease,0,,0,,0
2013,S08000025,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1419.7597599479673
2013,S08000025,,75plus years,,Females,,Coronary Heart Disease,,c,,c,1037.6602564102564
2013,S08000026,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2013,S08000026,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2013,S08000026,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,205.5191038757685
2013,S08000026,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,30.432136335970785
2013,S08000026,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,604.3410693669447
2013,S08000026,,65-74 years,,Females,,Coronary Heart Disease,0,,0,,0
2013,S08000026,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1563.8451342442197
2013,S08000026,,75plus years,,Females,,Coronary Heart Disease,,c,,c,752.3739616648464
2013,S08000028,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2013,S08000028,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2013,S08000028,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,89.76597549380811
2013,S08000028,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,50.21146752669898
2013,S08000028,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,186.35519153217612
2013,S08000028,,65-74 years,,Females,,Coronary Heart Disease,0,,0,,0
2013,S08000028,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1046.9365201883245
2013,S08000028,,75plus years,,Females,,Coronary Heart Disease,,c,,c,473.0296199406934
2013,S08000029,,0-44 years,,Males,,Coronary Heart Disease,9,,9.25554561441397,,9.9571242545638
2013,S08000029,,0-44 years,,Females,,Coronary Heart Disease,2,,2.03347093153303,,2.1883133219028013
2013,S08000029,,45-64 years,,Males,,Coronary Heart Disease,62,,124.241027593531,,125.9971638484589
2013,S08000029,,45-64 years,,Females,,Coronary Heart Disease,11,,20.9975757344379,,21.123807015020446
2013,S08000029,,65-74 years,,Males,,Coronary Heart Disease,74,,396.910534220124,,416.5043728341582
2013,S08000029,,65-74 years,,Females,,Coronary Heart Disease,14,,68.7285223367698,,72.89455044102922
2013,S08000029,,75plus years,,Males,,Coronary Heart Disease,172,,1411.57160443168,,1547.3360270010307
2013,S08000029,,75plus years,,Females,,Coronary Heart Disease,166,,931.642159613874,,914.4028488405534
2013,S08000030,,0-44 years,,Males,,Coronary Heart Disease,13,,11.9412856171808,,13.339008308825472
2013,S08000030,,0-44 years,,Females,,Coronary Heart Disease,2,,1.84201073892261,,2.1036316177809886
2013,S08000030,,45-64 years,,Males,,Coronary Heart Disease,50,,90.9669789866278,,91.60462246630412
2013,S08000030,,45-64 years,,Females,,Coronary Heart Disease,11,,19.0972222222222,,19.215682719054797
2013,S08000030,,65-74 years,,Males,,Coronary Heart Disease,71,,340.985496109884,,340.0168169574186
2013,S08000030,,65-74 years,,Females,,Coronary Heart Disease,32,,138.540133344878,,139.7144133021822
2013,S08000030,,75plus years,,Males,,Coronary Heart Disease,187,,1218.63799283154,,1309.7202086329405
2013,S08000030,,75plus years,,Females,,Coronary Heart Disease,204,,891.335692751343,,849.0046416429857
2013,S08000031,,0-44 years,,Males,,Coronary Heart Disease,16,,4.93575802446285,,5.468104603415875
2013,S08000031,,0-44 years,,Females,,Coronary Heart Disease,3,,0.919915245142081,,0.8879070528593012
2013,S08000031,,45-64 years,,Males,,Coronary Heart Disease,211,,144.568077176058,,149.68325133615673
2013,S08000031,,45-64 years,,Females,,Coronary Heart Disease,56,,35.6177452695182,,36.82662962230764
2013,S08000031,,65-74 years,,Males,,Coronary Heart Disease,199,,436.892138136951,,457.3623395041555
2013,S08000031,,65-74 years,,Females,,Coronary Heart Disease,108,,204.60358056266,,206.7438391855597
2013,S08000031,,75plus years,,Males,,Coronary Heart Disease,415,,1289.70103797626,,1401.618181191703
2013,S08000031,,75plus years,,Females,,Coronary Heart Disease,500,,926.801238206454,,913.3725679391824
2013,S08000032,,0-44 years,,Males,,Coronary Heart Disease,13,,7.2792837184821,,7.530666153440667
2013,S08000032,,0-44 years,,Females,,Coronary Heart Disease,1,,0.555441381493804,,0.63416481399946
2013,S08000032,,45-64 years,,Males,,Coronary Heart Disease,136,,152.869105828135,,156.4167472805598
2013,S08000032,,45-64 years,,Females,,Coronary Heart Disease,34,,35.744322960471,,36.631382834948646
2013,S08000032,,65-74 years,,Males,,Coronary Heart Disease,143,,494.108703914861,,502.3712141533343
2013,S08000032,,65-74 years,,Females,,Coronary Heart Disease,72,,216.164284856491,,219.46443497094825
2013,S08000032,,75plus years,,Males,,Coronary Heart Disease,258,,1400.65146579805,,1630.8206220944323
2013,S08000032,,75plus years,,Females,,Coronary Heart Disease,278,,951.728859979459,,969.8012030363438
2013,S92000003,d,0-44 years,,Males,,Coronary Heart Disease,86,,5.90200070961264,,6.248690163119208
2013,S92000003,d,0-44 years,,Females,,Coronary Heart Disease,22,,1.50717449312694,,1.597832826486631
2013,S92000003,d,45-64 years,,Males,,Coronary Heart Disease,868,,121.520972167777,,123.6376289938312
2013,S92000003,d,45-64 years,,Females,,Coronary Heart Disease,236,,31.4790904143502,,32.09544451972418
2013,S92000003,d,65-74 years,,Males,,Coronary Heart Disease,989,,400.41782729805,,413.5421732914769
2013,S92000003,d,65-74 years,,Females,,Coronary Heart Disease,429,,155.824343467364,,159.39062751933105
2013,S92000003,d,75plus years,,Males,,Coronary Heart Disease,2212,,1314.51493091665,,1448.0096858493453
2013,S92000003,d,75plus years,,Females,,Coronary Heart Disease,2397,,935.155527639171,,917.4438329132744
2014,S08000015,,0-44 years,,Males,,Coronary Heart Disease,3,,3.28601472134595,,3.3401089829845305
2014,S08000015,,0-44 years,,Females,,Coronary Heart Disease,4,,4.27044743613012,,4.0018408467895235
2014,S08000015,,45-64 years,,Males,,Coronary Heart Disease,65,,125.647568236295,,125.43009355184108
2014,S08000015,,45-64 years,,Females,,Coronary Heart Disease,22,,39.0326987562763,,39.13299150124451
2014,S08000015,,65-74 years,,Males,,Coronary Heart Disease,79,,380.063504281728,,393.768546203223
2014,S08000015,,65-74 years,,Females,,Coronary Heart Disease,43,,184.795221109631,,191.15218064025373
2014,S08000015,,75plus years,,Males,,Coronary Heart Disease,164,,1177.90706026,,1300.987704184874
2014,S08000015,,75plus years,,Females,,Coronary Heart Disease,229,,1139.07680063669,,1111.105493891975
2014,S08000016,,0-44 years,,Males,,Coronary Heart Disease,1,,3.83567949062176,,3.6310820624546114
2014,S08000016,,0-44 years,,Females,,Coronary Heart Disease,1,,3.74658124461429,,3.221412267137913
2014,S08000016,,45-64 years,,Males,,Coronary Heart Disease,20,,116.252034410602,,115.40462157973803
2014,S08000016,,45-64 years,,Females,,Coronary Heart Disease,2,,11.2714156898106,,11.13119721754074
2014,S08000016,,65-74 years,,Males,,Coronary Heart Disease,27,,377.305757406372,,379.82787623569135
2014,S08000016,,65-74 years,,Females,,Coronary Heart Disease,8,,105.180120957139,,104.11325785222677
2014,S08000016,,75plus years,,Males,,Coronary Heart Disease,66,,1350.24549918167,,1466.396240542371
2014,S08000016,,75plus years,,Females,,Coronary Heart Disease,52,,778.443113772455,,748.3477013509953
2014,S08000017,,0-44 years,,Males,,Coronary Heart Disease,4,,11.6201376986317,,11.723231257484027
2014,S08000017,,0-44 years,,Females,,Coronary Heart Disease,1,,2.89100896212778,,2.7458087191194585
2014,S08000017,,45-64 years,,Males,,Coronary Heart Disease,21,,95.9342165372316,,94.9530244436676
2014,S08000017,,45-64 years,,Females,,Coronary Heart Disease,6,,25.7820556892403,,25.756684221851557
2014,S08000017,,65-74 years,,Males,,Coronary Heart Disease,35,,362.919950228121,,366.729220712271
2014,S08000017,,65-74 years,,Females,,Coronary Heart Disease,17,,165.983206404999,,170.21613910772427
2014,S08000017,,75plus years,,Males,,Coronary Heart Disease,94,,1368.66627839255,,1589.4984346272108
2014,S08000017,,75plus years,,Females,,Coronary Heart Disease,85,,941.20252463736,,917.03470121354
2014,S08000019,,0-44 years,,Males,,Coronary Heart Disease,5,,6.21156593577241,,6.68123110344821
2014,S08000019,,0-44 years,,Females,,Coronary Heart Disease,1,,1.23217960249886,,1.1516491615994102
2014,S08000019,,45-64 years,,Males,,Coronary Heart Disease,44,,106.167358363092,,109.68189843642308
2014,S08000019,,45-64 years,,Females,,Coronary Heart Disease,12,,27.8177013306134,,28.483567469576887
2014,S08000019,,65-74 years,,Males,,Coronary Heart Disease,47,,321.851674313497,,336.1811412850257
2014,S08000019,,65-74 years,,Females,,Coronary Heart Disease,23,,143.07041552625,,144.8072510938486
2014,S08000019,,75plus years,,Males,,Coronary Heart Disease,127,,1325.26348742565,,1441.6082783091404
2014,S08000019,,75plus years,,Females,,Coronary Heart Disease,120,,863.060989643268,,863.3521823902486
2014,S08000020,,0-44 years,,Males,,Coronary Heart Disease,8,,4.7923131297399,,5.095440691842283
2014,S08000020,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2014,S08000020,,45-64 years,,Males,,Coronary Heart Disease,73,,93.5873439142586,,94.73687621915158
2014,S08000020,,45-64 years,,Females,,Coronary Heart Disease,14,,17.8250849874588,,18.385287507901975
2014,S08000020,,65-74 years,,Males,,Coronary Heart Disease,100,,375.375375375375,,391.73911816866735
2014,S08000020,,65-74 years,,Females,,Coronary Heart Disease,29,,102.109080666174,,103.189280517702
2014,S08000020,,75plus years,,Males,,Coronary Heart Disease,232,,1286.10233383225,,1379.301987537482
2014,S08000020,,75plus years,,Females,,Coronary Heart Disease,246,,946.882217090069,,902.5048999834098
2014,S08000022,,0-44 years,,Males,,Coronary Heart Disease,4,,5.05216358905701,,5.5329156141543745
2014,S08000022,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2014,S08000022,,45-64 years,,Males,,Coronary Heart Disease,40,,85.3224120645891,,84.07523544021655
2014,S08000022,,45-64 years,,Females,,Coronary Heart Disease,14,,28.6491906603638,,28.21546442730228
2014,S08000022,,65-74 years,,Males,,Coronary Heart Disease,72,,377.65538945712,,391.1994899058365
2014,S08000022,,65-74 years,,Females,,Coronary Heart Disease,28,,139.075150250832,,143.35914888490734
2014,S08000022,,75plus years,,Males,,Coronary Heart Disease,143,,1158.36371000405,,1284.7784882632411
2014,S08000022,,75plus years,,Females,,Coronary Heart Disease,124,,704.225352112676,,681.3325652112959
2014,S08000024,,0-44 years,,Males,,Coronary Heart Disease,19,,7.60027360984995,,8.14320665160947
2014,S08000024,,0-44 years,,Females,,Coronary Heart Disease,3,,1.18563953396462,,1.1975547019520305
2014,S08000024,,45-64 years,,Males,,Coronary Heart Disease,97,,90.1043166470047,,92.91653995929312
2014,S08000024,,45-64 years,,Females,,Coronary Heart Disease,30,,26.9270814633971,,27.841855428113412
2014,S08000024,,65-74 years,,Males,,Coronary Heart Disease,127,,363.605130554283,,373.45718720316194
2014,S08000024,,65-74 years,,Females,,Coronary Heart Disease,35,,88.7626486774365,,89.17437538908644
2014,S08000024,,75plus years,,Males,,Coronary Heart Disease,308,,1256.37364878646,,1390.761733747576
2014,S08000024,,75plus years,,Females,,Coronary Heart Disease,317,,853.021904095582,,822.3620404407575
2014,S08000025,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2014,S08000025,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2014,S08000025,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,29.514071887846523
2014,S08000025,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,92.83602873534736
2014,S08000025,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,701.1344106718036
2014,S08000025,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,140.24351373748965
2014,S08000025,,75plus years,,Males,,Coronary Heart Disease,,c,,c,939.1093268931328
2014,S08000025,,75plus years,,Females,,Coronary Heart Disease,,c,,c,599.3783873756715
2014,S08000026,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2014,S08000026,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2014,S08000026,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,119.1113054587889
2014,S08000026,,45-64 years,,Females,,Coronary Heart Disease,,c,,c,30.737220409514354
2014,S08000026,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,303.89264918288706
2014,S08000026,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,81.33688257911861
2014,S08000026,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1734.8308257399167
2014,S08000026,,75plus years,,Females,,Coronary Heart Disease,,c,,c,983.3292289275996
2014,S08000028,,0-44 years,,Males,,Coronary Heart Disease,0,,0,,0
2014,S08000028,,0-44 years,,Females,,Coronary Heart Disease,0,,0,,0
2014,S08000028,,45-64 years,,Males,,Coronary Heart Disease,,c,,c,166.42200669080998
2014,S08000028,,45-64 years,,Females,,Coronary Heart Disease,0,,0,,0
2014,S08000028,,65-74 years,,Males,,Coronary Heart Disease,,c,,c,169.4530540684387
2014,S08000028,,65-74 years,,Females,,Coronary Heart Disease,,c,,c,112.9920800825812
2014,S08000028,,75plus years,,Males,,Coronary Heart Disease,,c,,c,1681.4662369939635
2014,S08000028,,75plus years,,Females,,Coronary Heart Disease,,c,,c,759.3466118921398
2014,S08000029,,0-44 years,,Males,,Coronary Heart Disease,5,,5.2073027213364,,5.603286196824619
2014,S08000029,,0-44 years,,Females,,Coronary Heart Disease,2,,2.05366219310586,,2.039805344290002
2014,S08000029,,45-64 years,,Males,,Coronary Heart Disease,49,,97.8923184497053,,99.28673822005167
2014,S08000029,,45-64 years,,Females,,Coronary Heart Disease,23,,43.6333282743967,,43.92499444628285
2014,S08000029,,65-74 years,,Males,,Coronary Heart Disease,75,,390.137328339576,,402.5250413148238
2014,S08000029,,65-74 years,,Females,,Coronary Heart Disease,31,,147.310397262878,,151.5322908837615
2014,S08000029,,75plus years,,Males,,Coronary Heart Disease,145,,1149.51641033772,,1254.257128182574
2014,S08000029,,75plus years,,Females,,Coronary Heart Disease,106,,582.577631217367,,562.6076379996443
2014,S08000030,,0-44 years,,Males,,Coronary Heart Disease,4,,3.68280040142524,,4.325750460929642
2014,S08000030,,0-44 years,,Females,,Coronary Heart Disease,1,,0.923949700178322,,0.9786322635484648
2014,S08000030,,45-64 years,,Males,,Coronary Heart Disease,70,,126.931167041416,,127.06304746373216
2014,S08000030,,45-64 years,,Females,,Coronary Heart Disease,17,,29.3838043384323,,29.68198745602785
2014,S08000030,,65-74 years,,Males,,Coronary Heart Disease,69,,323.36676352048,,334.547805737895
2014,S08000030,,65-74 years,,Females,,Coronary Heart Disease,31,,131.42832916437,,134.81635848788034
2014,S08000030,,75plus years,,Males,,Coronary Heart Disease,203,,1286.92785596551,,1384.1092496765184
2014,S08000030,,75plus years,,Females,,Coronary Heart Disease,198,,851.466414380322,,800.1457320745793
2014,S08000031,,0-44 years,,Males,,Coronary Heart Disease,19,,5.85906181001838,,6.846137640662294
2014,S08000031,,0-44 years,,Females,,Coronary Heart Disease,11,,3.3787727068884,,3.682820560727505
2014,S08000031,,45-64 years,,Males,,Coronary Heart Disease,163,,111.002151943559,,114.86459919080416
2014,S08000031,,45-64 years,,Females,,Coronary Heart Disease,53,,33.3627093037895,,35.1019656311898
2014,S08000031,,65-74 years,,Males,,Coronary Heart Disease,191,,411.700040954454,,419.6197648815953
2014,S08000031,,65-74 years,,Females,,Coronary Heart Disease,91,,170.696479150644,,173.24900950390648
2014,S08000031,,75plus years,,Males,,Coronary Heart Disease,417,,1269.13595276501,,1399.5621556214785
2014,S08000031,,75plus years,,Females,,Coronary Heart Disease,446,,818.664072394868,,803.029299067968
2014,S08000032,,0-44 years,,Males,,Coronary Heart Disease,14,,7.92020954611542,,8.419745021489604
2014,S08000032,,0-44 years,,Females,,Coronary Heart Disease,4,,2.24387562197427,,2.4762055535512495
2014,S08000032,,45-64 years,,Males,,Coronary Heart Disease,100,,111.366015546696,,114.3135330599506
2014,S08000032,,45-64 years,,Females,,Coronary Heart Disease,45,,46.819889088885,,48.0254879644279
2014,S08000032,,65-74 years,,Males,,Coronary Heart Disease,128,,430.816869173034,,436.6330982167759
2014,S08000032,,65-74 years,,Females,,Coronary Heart Disease,55,,162.194043055146,,163.87694563021225
2014,S08000032,,75plus years,,Males,,Coronary Heart Disease,248,,1308.01687763713,,1464.2075570701338
